Brand Names,Yarn Names,Weight,Texture,Fiber,Needles,Gauge,Balls
Wolle Rödel,Cotton Universal,Worsted / Medium,Plied (3 or more plies),Cotton (100%),4mm(6 US)(8 UK)5mm(8 US)(6 UK),"19 sts / 10 cm (4"")",50g; 85m (93 yds)
Wolle Rödel,Filosoft,DK / Light,Plied (3 or more plies),"Merino Superwash Wool (52%),Cotton (48%)",4mm(6 US)(8 UK)5mm(8 US)(6 UK),"22 sts / 10 cm (4"")",50g; 110m (120 yds)
Wolle Rödel,Mille Fili,DK / Light,S on S plied,Mercerized Cotton (100%),3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"22 sts / 10 cm (4"")",50g; 130m (142 yds)
Wolle Rödel,Polar,Super Bulky / Super Chunky,Plied (3 or more plies),"Acrylic (50%),Wool (50%)",9mm(13 US)(00 UK)10mm(15 US)(000 UK),"11 sts / 10 cm (4"")",50g; 48m (52 yds)
Wolle Rödel,Rigato,Bulky / Chunky,Single ply,"Superwash Wool (53%),Acrylic (47%)",7mm( US)(2 UK)8mm(11 US)(0 UK),"14 sts / 10 cm (4"")",50g; 90m (98 yds)
Wolle Rödel,Siena,Sport / Fine,Plied (3 or more plies),Merino Superwash Wool (100%),3.5mm(4 US)( UK)4mm(6 US)(8 UK),"24 sts / 10 cm (4"")",50g; 134m (147 yds)
Wolle Rödel,Siena Big,Aran / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),5mm(8 US)(6 UK)6mm(10 US)(4 UK),"18 sts / 10 cm (4"")",50g; 84m (92 yds)
Wolle Rödel,Soft-Merino,Aran / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),4mm(6 US)(8 UK)5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",50g; 101m (110 yds)
Wolle Rödel,Sport & Strumpfwolle Classik,Light Fingering,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"32 sts / 10 cm (4"")",50g; 210m (230 yds)
Wolle Rödel,Sport & Strumpfwolle Extrastark,Sport / Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"26 sts / 10 cm (4"")",50g; 150m (164 yds)
Wolle Rödel,Sport- und Strumpfwolle Color 4-fach,Fingering / 4-ply / Super Fine,Single ply,"Superwash Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 199m (218 yds)
Wolle Rödel,Sport- und Strumpfwolle Tweed 4-fach,Light Fingering,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"32 sts / 10 cm (4"")",50g; 210m (230 yds)
Wolle Rödel,Strick- & Filzwolle,Super Bulky / Super Chunky,Single ply,Merino Wool (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"")",50g; 50m (55 yds)
Wolle Rödel,Universal,Aran / Medium,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK)5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",50g; 125m (137 yds)
Woolyknit,4-ply Classics,Sport / Fine,Plied (3 or more plies),Merino Superwash Wool (100%),3.25mm(3 US)(10 UK),"26 sts / 10 cm (4"")",50g; 108m (118 yds)
Woolyknit,Aran,Aran / Medium,Plied (3 or more plies),Wool (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 34 rows",50g; 77m (84 yds)
Woolyknit,Warth Mill Yarn,DK / Light,Crepe / Cable-plied,Wool (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 18 rows",100g; 204m (223 yds)
Yarn Bee,44th Street,DK / Light,Plied with a soft haze,"Acrylic (70%),Nylon (30%)",3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"21-24 sts / 10 cm (4"") and 24 rows",100g; 494m (540 yds)
Yarn Bee,Authentic Hand-Dyed,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.75mm(2 US)(12 UK),"30 sts / 10 cm (4"")",100g; 384m (420 yds)
Yarn Bee,Authentic Hand-Dyed Chunky,Super Bulky / Super Chunky,Plied (3 or more plies),Merino Superwash Wool (100%),6mm(10 US)(4 UK),"12 sts / 10 cm (4"")",100g; 101m (110 yds)
Yarn Bee,Authentic Hand-Dyed Luxe,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (99%),Metallic (1%)",2.75mm(2 US)(12 UK)3.25mm(3 US)(10 UK),"30 sts / 10 cm (4"") and 32 rows",100g; 384m (420 yds)
Yarn Bee,Breathe Deep Super Bulky,Super Bulky / Super Chunky,Chained,Polyester (100%),8mm(11 US)(0 UK),"12 sts / 10 cm (4"") and 17 rows",300g; 277m (303 yds)
Yarn Bee,Brushworks,Aran / Medium,Plied with a soft haze,"Acrylic (80%),Alpaca (20%)",4.5mm(7 US)(7 UK),"19 sts / 10 cm (4"") and 26 rows",100g; 240m (262 yds)
Yarn Bee,Caterina,Sport / Fine,2 ply,"Acrylic (90%),Nylon (10%)",4mm(6 US)(8 UK),"25 sts / 10 cm (4"")",100g; 270m (295 yds)
Yarn Bee,Chloe,Heavy Worsted,Single ply,"Wool (70%),Rayon (30%)",5mm(8 US)(6 UK),"16 sts / 10 cm (4"") and 33 rows",100g; 247m (270 yds)
Yarn Bee,Comfy Classic,Aran / Medium,S on S plied,"Viscose (48%),Polyester (30%),Nylon (22%)",5.5mm(9 US)(5 UK),"18 sts / 10 cm (4"") and 25 rows",100g; 137m (150 yds)
Yarn Bee,Dee-lish Boutique,DK / Light,Plied (3 or more plies),"Acrylic (90%),Alpaca (10%)",3.75mm(5 US)(9 UK),"21 sts / 10 cm (4"")",150g; 540m (591 yds)
Yarn Bee,Dream Spun,Super Bulky / Super Chunky,2 ply,"Acrylic (80%),Superwash Wool (20%)",8mm(11 US)(0 UK),"12 sts / 10 cm (4"")",100g; 69m (75 yds)
Yarn Bee,Effortless Super Bulky,Super Bulky / Super Chunky,Plied (3 or more plies),"Acrylic (80%),Alpaca (20%)",9mm(13 US)(00 UK),"9 sts / 10 cm (4"")",170g; 101m (110 yds)
Yarn Bee,Eternal Bliss,Jumbo / Without needles,Chenille,Polyester (100%),25mm(50 US)( UK),"2-3 sts / 10 cm (4"")",225g; 26m (28 yds)
Yarn Bee,Fair Isle,Worsted / Medium,Plied (3 or more plies),"Acrylic (80%),Alpaca (20%)",4.5mm(7 US)(7 UK),"19 sts / 10 cm (4"")",100g; 239m (261 yds)
Yarn Bee,First Love,Bulky / Chunky,Single ply wrapped with fine thread,Polyester (100%),6.5mm(10.5 US)(3 UK),"13 sts / 10 cm (4"") and 26 rows",141g; 131m (143 yds)
Yarn Bee,Fleece Lite,Bulky / Chunky,Bouclé,"Acrylic (97%),Polyester (3%)",8mm(11 US)(0 UK),"13 sts / 10 cm (4"") and 18 rows",142g; 99m (108 yds)
Yarn Bee,Hint of Silk,Aran / Medium,Plied (3 or more plies),"Bamboo Viscose (85%),Silk (15%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",85g; 119m (130 yds)
Yarn Bee,Hue IQ,Super Bulky / Super Chunky,Plied (3 or more plies),Acrylic (100%),10mm(15 US)(000 UK),"8 sts / 10 cm (4"")",100g; 52m (57 yds)
Yarn Bee,Lil' Dollop,Worsted / Medium,S on S plied,"Acrylic (55%),Cotton (45%)",4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"")",43g; 84m (92 yds)
Yarn Bee,Must Be Merino Aran,Heavy Worsted,S on S plied,"Merino Superwash Wool (50%),Acrylic (25%),Nylon (25%)",5.5mm(9 US)(5 UK),"16 sts / 10 cm (4"")",100g; 140m (153 yds)
Yarn Bee,Soft Illusion,Super Bulky / Super Chunky,Eyelash,"Acrylic (60%),Nylon (40%)",15mm(18 US)( UK),"10 sts / 10 cm (4"")",115g; 91m (100 yds)
Yarn Bee,Soft Secret,Worsted / Medium,Plied (3 or more plies),Acrylic (100%),4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"")",170g; 338m (370 yds)
Yarn Bee,Soft and Sleek,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",142g; 236m (258 yds)
Yarn Bee,Soft and Sleek DK,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 23 rows",114g; 437m (478 yds)
Yarn Bee,Spinessse,DK / Light,S on S plied,"Viscose (75%),Polyester (25%)",3.75mm(5 US)(9 UK),"22 sts / 10 cm (4"")",100g; 320m (350 yds)
Yarn Bee,Sugarwheel,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 23 rows",200g; 325m (355 yds)
Yarn Bee,Sugarwheel Cotton,DK / Light,Plied (3 or more plies),Cotton (100%),4mm(6 US)(8 UK),"21 sts / 10 cm (4"")",142g; 306m (335 yds)
Yarn Bee,Tender Touch,Bulky / Chunky,Plied (3 or more plies),Acrylic (100%),6.5mm(10.5 US)(3 UK),"14-15 sts / 10 cm (4"")",85g; 123m (135 yds)
Yarn Bee,Yarntopia,Sport / Fine,Plied (3 or more plies),Acrylic (100%),3.25mm(3 US)(10 UK),"24 sts / 10 cm (4"")",114g; 285m (312 yds)
Yarnart,Adore,Worsted / Medium,S on S plied,Acrylic (100%),(Varies),"20 sts / 10 cm (4"")",100g; 240m (262 yds)
Yarnart,Baby,DK / Light,Plied (3 or more plies),Acrylic (100%),3.5mm(4 US)( UK),"22 sts / 10 cm (4"")",50g; 150m (164 yds)
Yarnart,Begonia,Sport / Fine,Plied (3 or more plies),Mercerized Cotton (100%),3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"26-27 sts / 10 cm (4"") and 40 rows",50g; 169m (185 yds)
Yarnart,Charisma,Worsted / Medium,Plied (3 or more plies),"Wool (80%),Acrylic (20%)",3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"21 sts / 10 cm (4"")",100g; 199m (218 yds)
Yarnart,Cotton Club,Super Bulky / Super Chunky,Tape,Cotton (100%),8mm(11 US)(0 UK),"8 sts / 10 cm (4"") and 10 rows",310g; 110m (120 yds)
Yarnart,Cotton Soft,Light Fingering,S on S plied,"Cotton (55%),Acrylic (45%)",2.5mm(1.5 US)( UK),"32 sts / 10 cm (4"")",100g; 600m (656 yds)
Yarnart,Crazy Color,Sport / Fine,Plied (3 or more plies),"Acrylic (65%),Wool (35%)",3.5mm(4 US)( UK),"24 sts / 10 cm (4"") and 44 rows",100g; 261m (285 yds)
Yarnart,Dolce Baby,Aran / Medium,Chenille,Polyester (100%),(Varies),"18 sts / 10 cm (4"") and 30 rows",50g; 85m (93 yds)
Yarnart,Everest Maxi,Super Bulky / Super Chunky,2 ply,"Acrylic (70%),Wool (30%)",9mm(13 US)(00 UK),"9 sts / 10 cm (4"") and 12 rows",200g; 134m (147 yds)
Yarnart,Flowers Alpaca,DK / Light,Plied with a soft haze,"Acrylic (80%),Alpaca (20%)",3.5mm(4 US)( UK),"22-24 sts / 10 cm (4"")",250g; 940m (1028 yds)
Yarnart,Imperial Merino,Aran / Medium,S on S plied,Merino Superwash Wool (100%),5mm(8 US)(6 UK),"17 sts / 10 cm (4"") and 22 rows",50g; 100m (109 yds)
Yarnart,Jeans,Sport / Fine,S on S plied,"Cotton (55%),Acrylic (45%)",3.5mm(4 US)( UK)3.75mm(5 US)(9 UK),"24 sts / 10 cm (4"")",50g; 159m (174 yds)
Yarnart,Jeans Plus,Aran / Medium,S on S plied,"Cotton (55%),Acrylic (45%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 30 rows",100g; 160m (175 yds)
Yarnart,Luxor,Sport / Fine,Plied (3 or more plies),Mercerized Cotton (100%),3.5mm(4 US)( UK),"26 sts / 10 cm (4"") and 36 rows",50g; 125m (137 yds)
Yarnart,Merino De Luxe 50,Aran / Medium,S on S plied,"Acrylic (50%),Merino Superwash Wool (50%)",3.5mm(4 US)( UK),"18 sts / 10 cm (4"") and 15 rows",100g; 280m (306 yds)
Yarnart,Shetland,Aran / Medium,Plied (3 or more plies),"Acrylic (70%),Wool (30%)",4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"") and 22 rows",100g; 219m (240 yds)
Yarnart,Sparkle,Fingering / 4-ply / Super Fine,Metallic chainette,"Metallic (60%),Nylon (40%)",2.5mm(1.5 US)( UK),"28 sts / 10 cm (4"") and 40 rows",25g; 160m (175 yds)
Yarnart,Summer,Sport / Fine,Plied (3 or more plies),"Cotton (70%),Viscose (30%)",3.5mm(4 US)( UK),"26 sts / 10 cm (4"")",100g; 350m (383 yds)
Yarnart,Symphony,DK / Light,Chained,"Cotton (80%),Viscose (20%)",4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",50g; 125m (137 yds)
Yarnart,Violet,Thread,Size 5 Crochet thread,Mercerized Cotton (100%),2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"34 sts / 10 cm (4"") and 33 rows",50g; 270m (295 yds)
Yarnart,Wooden Club,Heavy Worsted,Raffia / Paper-effect,Paper / Wood Pulp (100%),5.5mm(9 US)(5 UK),"16 sts / 10 cm (4"") and 13 rows",80g; 200m (219 yds)
Zeeman,Julia,Bulky / Chunky,2 ply,"Acrylic (80%),Superwash Wool (20%)",7mm( US)(2 UK)8mm(11 US)(0 UK),"14 sts / 10 cm (4"")",100g; 170m (186 yds)
Zeeman,Royal,Aran / Medium,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK)5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",100g; 241m (264 yds)
Zeeman,Supersoft,DK / Light,Plied (3 or more plies),"Acrylic (80%),Nylon (20%)",3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"22 sts / 10 cm (4"")",50g; 189m (207 yds)
Zen Yarn Garden,Quartet Skein Set,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"")",200g; 732m (801 yds)
Zen Yarn Garden,Serenity 20,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (70%),Cashmere (20%),Nylon (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-30 sts / 10 cm (4"") and 32 rows",100g; 366m (400 yds)
Zen Yarn Garden,Serenity DK,DK / Light,Plied (3 or more plies),"Merino Superwash Wool (90%),Cashmere (10%)",3.5mm(4 US)( UK)4mm(6 US)(8 UK),(Unknown),100g; 229m (250 yds)
Zen Yarn Garden,Serenity Glitter Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Cashmere (10%),Metallic (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),(Unknown),100g; 366m (400 yds)
Zen Yarn Garden,Serenity Lace,Lace,2 ply,"Merino Superwash Wool (90%),Cashmere (10%)",(Varies),(Varies),100g; 960m (1050 yds)
Zen Yarn Garden,Serenity Silk +,Light Fingering,2 ply,"Merino Superwash Wool (75%),Cashmere (15%),Silk (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),(Unknown),100g; 457m (500 yds)
Zen Yarn Garden,Serenity Silk Single,Fingering / 4-ply / Super Fine,Single ply,"Merino Superwash Wool (75%),Cashmere (15%),Silk (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-32 sts / 10 cm (4"")",100g; 393m (430 yds)
Zen Yarn Garden,Serenity Worsted,Worsted / Medium,Plied (3 or more plies),"Merino Superwash Wool (75%),Cashmere (15%),Nylon (10%)",3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),(Unknown),100g; 160m (175 yds)
Zen Yarn Garden,Squooshy Yarn,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"")",100g; 366m (400 yds)
Zen Yarn Garden,Superfine Fingering,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (90%),Nylon (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"")",100g; 366m (400 yds)
Zen Yarn Garden,Superfine Glitter,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (90%),Metallic (10%)",2.25mm(1 US)(13 UK)3.5mm(4 US)( UK),"28 sts / 10 cm (4"")",100g; 366m (400 yds)
Zen Yarn Garden,Superwash Sock Yarn,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),(Unknown),115g; 393m (430 yds)
Zettl,Cesana,Light Fingering,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 210m (230 yds)
Zettl,Colorado,Aran / Medium,Plied (3 or more plies),Cotton (100%),3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"18 sts / 10 cm (4"")",50g; 85m (93 yds)
Zettl,Fontana Scarf Knitting Wool,Super Bulky / Super Chunky,Single ply,Acrylic (100%),8mm(11 US)(0 UK),"12 sts / 10 cm (4"")",50g; 59m (65 yds)
Zettl,Mariposa,DK / Light,Plied (3 or more plies),Mercerized Cotton (100%),2.5mm(1.5 US)( UK)3.5mm(4 US)( UK),"22 sts / 10 cm (4"")",50g; 125m (137 yds)
Zettl,Meribel,Super Bulky / Super Chunky,Plied (3 or more plies),"Acrylic (80%),Wool (20%)",8mm(11 US)(0 UK),"11 sts / 10 cm (4"")",100g; 82m (90 yds)
Zettl,Nina Cotton/Wool Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Cotton (48%),Wool (39%),Nylon (13%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 199m (218 yds)
Zettl,Sensatione,DK / Light,Plied (3 or more plies),Acrylic (100%),3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"21 sts / 10 cm (4"")",400g; 1200m (1312 yds)
Zettl,Sirmione,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 209m (229 yds)
Zettl,Sockenwolle Cortina,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 209m (229 yds)
Zettl,Sportimo,Sport / Fine,Plied (3 or more plies),Acrylic (100%),2.5mm(1.5 US)( UK)3.5mm(4 US)( UK),"24 sts / 10 cm (4"")",100g; 300m (328 yds)
Zettl,Spring,Sport / Fine,Plied (3 or more plies),Cotton (100%),3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"24 sts / 10 cm (4"")",50g; 120m (131 yds)
Zettl,Treviso,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 209m (229 yds)
Zettl,Valbella,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)2.5mm(1.5 US)( UK),"30 sts / 10 cm (4"")",50g; 210m (230 yds)
Di.Ve,Autunno,Bulky / Chunky,Plied (3 or more plies),Merino Wool (100%),5.5mm(9 US)(5 UK)6.5mm(10.5 US)(3 UK),"14-16 sts / 10 cm (4"")",50g; 90m (98 yds)
Di.Ve,Butterfly,Aran / Medium,Single ply,"Wool (50%),Acrylic (35%),Alpaca (15%)",4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"")",50g; 111m (121 yds)
Di.Ve,Fiamma,Super Bulky / Super Chunky,Slubby / Thick and thin,Wool (100%),6.5mm(10.5 US)(3 UK),"12 sts / 10 cm (4"")",50g; 50m (55 yds)
Di.Ve,Mohair Kiss Ombre,Bulky / Chunky,Brushed bouclé (fuzzy / fluffy),"Mohair (73%),Wool (22%),Nylon (5%)",5mm(8 US)(6 UK)5.5mm(9 US)(5 UK),"13 sts / 10 cm (4"") and 16 rows",50g; 90m (98 yds)
Di.Ve,Teseo,Aran / Medium,Plied (3 or more plies),"Wool (53%),Microfiber (47%)",6mm(10 US)(4 UK),"16 sts / 10 cm (4"")",50g; 90m (98 yds)
100Farbspiele,Lace 4-fädig,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Acrylic (50%),Cotton (50%)",3.5mm(4 US)( UK)5mm(8 US)(6 UK),(Unknown),235g; 849m (928 yds)
100Farbspiele,Unikatwolle 4-fädig,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Acrylic (50%),Cotton (50%)",3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),(Unknown),(Varies)
100Farbspiele,Unikatwolle 5-fädig,Sport / Fine,Plied (3 or more plies),"Acrylic (50%),Cotton (50%)",(Varies),(Unknown),(Varies)
100Farbspiele,Unikatwolle 6-fädig,Sport / Fine,Plied (3 or more plies),"Acrylic (50%),Cotton (50%)",3.5mm(4 US)( UK)3.75mm(5 US)(9 UK),"24 sts / 10 cm (4"")",(Varies)
4 Seasons,Brighton,DK / Light,Plied (3 or more plies),"Acrylic (50%),Cotton (50%)",4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 30 rows",50g; 95m (104 yds)
A Hundred Ravens,Iachos,Fingering / 4-ply / Super Fine,2 ply,Merino Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),(Unknown),100g; 366m (400 yds)
A Verb For Keeping Warm,Annapurna Cashmere Yarn,Sport / Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Cashmere (10%),Nylon (10%)",2.25mm(1 US)(13 UK)3.75mm(5 US)(9 UK),"24 sts / 10 cm (4"")",115g; 352m (385 yds)
A Verb For Keeping Warm,Even Tinier Annapurna,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Cashmere (10%),Nylon (10%)",2mm(0 US)(14 UK)3.5mm(4 US)( UK),"28 sts / 10 cm (4"")",115g; 517m (565 yds)
A Verb For Keeping Warm,Floating,Sport / Fine,Plied (3 or more plies),"Alpaca (70%),Cashmere (20%),Silk (10%)",3.5mm(4 US)( UK),"24 sts / 10 cm (4"")",100g; 366m (400 yds)
A Verb For Keeping Warm,Horizon,Worsted / Medium,Plied (3 or more plies),Merino Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"")",50g; 146m (160 yds)
Aara,Lauha,Fingering / 4-ply / Super Fine,Single ply,"Merino Superwash Wool (90%),Linen (10%)",2mm(0 US)(14 UK)4mm(6 US)(8 UK),"28-32 sts / 10 cm (4"")",100g; 366m (400 yds)
Aara,Mieli,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)4mm(6 US)(8 UK),"28-32 sts / 10 cm (4"")",100g; 425m (465 yds)
Abbey Road,Wool To Be Wild,Aran / Medium,Plied (3 or more plies),"Merino Superwash Wool (52%),Acrylic (48%)",5.5mm(9 US)(5 UK)6.5mm(10.5 US)(3 UK),"18 sts / 10 cm (4"") and 20 rows",100g; 125m (137 yds)
Aldi (Hofer),Handstrickgarn,Sport / Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"24-26 sts / 10 cm (4"")",50g; 150m (164 yds)
Aldi (Hofer),Socken-Effekt-Strickgarn,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"28-32 sts / 10 cm (4"")",50g; 210m (230 yds)
Aldi (Hofer),Sport-Strickgarn Baumwolle,Sport / Fine,Plied (3 or more plies),Cotton (100%),2.5mm(1.5 US)( UK)3.5mm(4 US)( UK),"26 sts / 10 cm (4"")",50g; 125m (137 yds)
Alice Starmore,Bainin,Aran / Medium,Plied (3 or more plies),Wool (100%),3.75mm(5 US)(9 UK)5mm(8 US)(6 UK),"19-20 sts / 10 cm (4"")",100g; 150m (164 yds)
Alice Starmore,Hebridean 2-ply,Sport / Fine,Plied (woolen-spun),Wool (100%),3.25mm(3 US)(10 UK),"26 sts / 10 cm (4"")",25g; 85m (93 yds)
Alice Starmore,Hebridean 3-ply,DK / Light,Plied (woolen-spun),Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"21-23 sts / 10 cm (4"")",50g; 100m (109 yds)
Ancient Arts Yarns,100% Superwash BFL Wool 4-ply Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Blue Faced Leicester Superwash Wool (100%),2.25mm(1 US)(13 UK)2.75mm(2 US)(12 UK),"28-32 sts / 10 cm (4"")",100g; 400m (437 yds)
Ancient Arts Yarns,100% Superwash Merino DK,DK / Light,Plied (3 or more plies),Merino Superwash Wool (100%),4mm(6 US)(8 UK)4.5mm(7 US)(7 UK),"21-22 sts / 10 cm (4"")",100g; 201m (220 yds)
Andersen,Arctica,Bulky / Chunky,Plied with a soft haze,Wool (100%),5.5mm(9 US)(5 UK),"13 sts / 10 cm (4"") and 18 rows",50g; 90m (98 yds)
Annell,Cotton 8,Sport / Fine,Plied (3 or more plies),Mercerized Cotton (100%),3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"24 sts / 10 cm (4"")",50g; 170m (186 yds)
Annell,Malmedy,Worsted / Medium,Plied (3 or more plies),Superwash Wool (100%),3.5mm(4 US)( UK)4mm(6 US)(8 UK),"19 sts / 10 cm (4"")",50g; 126m (138 yds)
Annell,Rapido,DK / Light,Plied (3 or more plies),Acrylic (100%),3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"21 sts / 10 cm (4"")",50g; 133m (145 yds)
Annell,Rapido Fine,Sport / Fine,Plied (3 or more plies),Acrylic (100%),2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),(Unknown),50g; 215m (235 yds)
Annell,Super Extra,Light Fingering,Plied (3 or more plies),"Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",50g; 210m (230 yds)
Another Crafty Girl,Merino Worsted,Worsted / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),(Unknown),100g; 197m (215 yds)
Another Crafty Girl,Strong Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-32 sts / 10 cm (4"")",100g; 366m (400 yds)
Artisan Yarns,Linen Lace,Lace,Plied (3 or more plies),Linen (100%),(Varies),(Unknown),100g; 560m (612 yds)
Artisan Yarns,Silk and Baby Camel Fingering,Sport / Fine,Plied (3 or more plies),"Silk (65%),Baby Camel (35%)",3.75mm(5 US)(9 UK),"24-26 sts / 10 cm (4"")",100g; 400m (437 yds)
Ashford,Ashford DK,DK / Light,Plied (3 or more plies),"Corriedale Wool (50%),Perendale Wool (50%)",4mm(6 US)(8 UK)4.5mm(7 US)(7 UK),"20-22 sts / 10 cm (4"") and 28 rows",100g; 202m (221 yds)
