brand_name,yarn_name,texture,weight,fiber_type_1,fiber_type_2,fiber_type_3,fiber_type_4,fiber_type_5,fiber_qty_1,fiber_qty_2,fiber_qty_3,fiber_qty_4,fiber_qty_5,needles,gauge_sts,gauge_rows,ball_weight_g,ball_size_m
Filcolana,Arwetta Classic,Plied (3 or more plies),Light Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2.5mm,32 sts,NaN,50, 210
Filcolana,Merci,Plied (3 or more plies),Light Fingering,Cotton,Merino,NaN,NaN,NaN,50,50,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 200
Filcolana,Pernilla,Plied (3 or more plies),DK,Highland,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,24 sts, 32 rows,50, 175
Filcolana,Peruvian Highland Wool,Plied (3 or more plies),Aran,Highland,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,18 sts,NaN,50, 100
Filcolana,Saga,Plied (woolen-spun),Light Fingering,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 300
Filcolana,Tilia,Brushed bouclé (fuzzy / fluffy),Lace,Kid,Mulberry,NaN,NaN,NaN,70,30,NaN,NaN,NaN,NaN,NaN,NaN,25, 210
Filcolana,Vilja,Plied with a soft haze,Fingering,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 165
Fonty,Alpaga,Plied (3 or more plies),Sport,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,24 sts,NaN,50, 140
Fonty,Ambiance,Plied (3 or more plies),Sport,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,24 sts,NaN,50, 120
Fonty,Aubusson,Plied (3 or more plies),Aran,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts,NaN,50, 80
Fonty,BB Mérinos,Plied (3 or more plies),Light Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 200
Fonty,Gueret,Plied (3 or more plies),DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,22 sts,NaN,50, 125
Fonty,Kidopale,Brushed bouclé (fuzzy / fluffy),Lace,Mohair,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,2mm,43 sts,NaN,25, 250
Fonty,Moustache,Plied with a soft haze,Fingering,Merino,Superkid,Silk,NaN,NaN,50,30,20,NaN,NaN,3.5mm,28 sts, 34 rows,50, 225
Fonty,Nimbus,Plied (3 or more plies),Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,25 sts,NaN,50, 150
Fonty,Numéro 5,Plied (3 or more plies),Aran,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts,NaN,50, 85
Fonty,Ombelle,Brushed bouclé (fuzzy / fluffy),Sport,Mohair,Wool,Nylon,NaN,NaN,70,25,5,NaN,NaN,3.5mm,24 sts,NaN,50, 145
Fonty,Pole,Plied (3 or more plies),Super Bulky,Wool,Alpaca,NaN,NaN,NaN,65,35,NaN,NaN,NaN,7mm,12 sts,NaN,100, 100
Fonty,Super Tweed,Plied (3 or more plies),Aran,Merino,Mohair,NaN,NaN,NaN,95,5,NaN,NaN,NaN,4.5mm,17 sts,NaN,50, 110
Fonty,Zephir,Plied (3 or more plies),Lace,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250, 1875
Fyberspates,Cumulus,Brushed bouclé (fuzzy / fluffy),Lace,Baby,Mulberry,NaN,NaN,NaN,76,24,NaN,NaN,NaN,3.75mm,24 sts, 40 rows,25, 150
Fyberspates,Faery wings,Single ply wrapped with fine thread,Fingering,Silk,Mohair,Nylon,NaN,NaN,67,23,10,NaN,NaN,3.5mm,28 sts,NaN,100, 350
Fyberspates,Gleem Lace,2 ply,Lace,Blue,Silk,NaN,NaN,NaN,55,45,NaN,NaN,NaN,2mm,NaN,NaN,100, 799
Fyberspates,Scrumptious 4-ply,2 ply,Fingering,Merino,Silk,NaN,NaN,NaN,55,45,NaN,NaN,NaN,2.5mm,28 sts,NaN,100, 365
Fyberspates,Scrumptious Lace,2 ply,Lace,Merino,Silk,NaN,NaN,NaN,55,45,NaN,NaN,NaN,2.5mm,NaN,NaN,100, 1000
Fyberspates,Tarma Aran,Plied (3 or more plies),Aran,Highland,Superfine,NaN,NaN,NaN,60,40,NaN,NaN,NaN,5.5mm,17 sts,NaN,50, 65
Fyberspates,Vivacious 4-ply,Plied (3 or more plies),Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,28 sts,NaN,100, 365
Fyberspates,Vivacious DK,Plied (3 or more plies),DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts,NaN,115, 230
Ggh,Aspen,S on S plied,Super Bulky,Microfiber,Wool,NaN,NaN,NaN,50,50,NaN,NaN,NaN,7mm,10 sts, 14 rows,50, 58
Ggh,Baby Alpaka,Plied (3 or more plies),Worsted,Baby,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,20 sts, 26 rows,50, 101
Ggh,Baby Alpaka Fino,2 ply,Lace,Baby,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,NaN,NaN,25, 200
Ggh,Calypso,Crepe / Cable-plied,Sport,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,28 sts, 31 rows,50, 185
Ggh,Cottina,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,21 sts, 30 rows,50, 140
Ggh,ElbSox,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts, 42 rows,NaN,NaN
Ggh,Husky,Single ply,Super Bulky,Cotton,Wool,NaN,NaN,NaN,50,50,NaN,NaN,NaN,7mm,10 sts, 14 rows,50, 50
Ggh,Joker,Single ply,Bulky,Acrylic,Wool,NaN,NaN,NaN,57,43,NaN,NaN,NaN,6mm,14 sts, 20 rows,50, 90
Ggh,Kid,Brushed bouclé (fuzzy / fluffy),Lace,Mohair,Nylon,Wool,NaN,NaN,65,30,5,NaN,NaN,3.75mm,NaN,NaN,25, 250
Ggh,Kidseda,Brushed bouclé (fuzzy / fluffy),Lace,Kid,Silk,NaN,NaN,NaN,70,30,NaN,NaN,NaN,4mm,18 sts, 26 rows,25, 210
Ggh,Lacy,Single ply,Lace,Merino,Silk,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3mm,NaN,NaN,25, 150
Ggh,Limba,Bouclé,Aran,Superwash,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,18 sts, 27 rows,50, 110
Ggh,Linova,Plied (3 or more plies),Worsted,Cotton,Linen,NaN,NaN,NaN,74,26,NaN,NaN,NaN,4mm,20 sts, 32 rows,50, 100
Ggh,Majestra,Crepe / Cable-plied,DK,Silk,Cotton,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3mm,23 sts, 32 rows,50, 150
Ggh,Malibu,S on S plied,Worsted,Cotton,Acrylic,NaN,NaN,NaN,60,40,NaN,NaN,NaN,3.5mm,21 sts,NaN,50, 135
Ggh,Manila,Slubby tweed,Worsted,Viscose,Cotton,Linen,NaN,NaN,57,33,10,NaN,NaN,4mm,20 sts, 28 rows,50, 100
Ggh,Masari,Single ply,Aran,Mohair,Wool,Silk,NaN,NaN,45,45,10,NaN,NaN,4mm,17 sts, 22 rows,50, 82
Ggh,Maxima,S on S plied,Aran,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,18 sts, 22 rows,50, 110
Ggh,Merinella,2 ply,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,NaN,NaN,100, 400
Ggh,Merino Soft,S on S plied,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,27 sts, 36 rows,50, 170
Ggh,Myla,Single ply,Aran,Wool,Alpaca,NaN,NaN,NaN,80,20,NaN,NaN,NaN,5mm,17 sts, 23 rows,50, 100
Ggh,Mystik,S on S plied,Sport,Cotton,Rayon,NaN,NaN,NaN,54,46,NaN,NaN,NaN,3.5mm,24 sts, 30 rows,50, 110
Ggh,Norvika,Plied with a soft haze,Super Bulky,Acrylic,Wool,Alpaca,Nylon,NaN,30,30,20,20,NaN,7mm,11 sts, 15 rows,50, 65
Ggh,Ortensia,Bouclé,Aran,Cotton,Viscose,Nylon,NaN,NaN,52,41,7,NaN,NaN,4mm,18 sts, 21 rows,50, 115
Ggh,Reva,Nubby / Tweedy,Worsted,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,20 sts, 28 rows,50, 155
Ggh,Samson,S on S plied,Aran,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,17 sts, 24 rows,50, 85
Ggh,Scarlett,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,22 sts,NaN,50, 104
Ggh,Sportlife,Plied (3 or more plies),Aran,Superwash,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,14 sts, 20 rows,50, 80
Ggh,Suri Alpaka,Plied with a soft haze,Sport,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,24 sts, 32 rows,25, 133
Ggh,Volante,S on S plied,Worsted,Merino,Cotton,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.5mm,20 sts, 26 rows,50, 130
Ggh,Wollywasch,Plied (3 or more plies),DK,Superwash,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts, 28 rows,50, 125
Garnudsalg,Blackhill Alpaca,2 ply,Lace,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,NaN,NaN,50, 400
Garnudsalg,Blackhill Chunky Élevé Upcycled,Plied (3 or more plies),Aran,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,18 sts,NaN,50, 100
Garnudsalg,Blackhill CottonWool Fine,Plied (3 or more plies),Lace,Merino,Organic,NaN,NaN,NaN,50,50,NaN,NaN,NaN,2.5mm,NaN,NaN,50, 350
Garnudsalg,Blackhill Højlandsuld,Plied (3 or more plies),Fingering,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,32 sts,NaN,100, 550
Garnudsalg,Blackhill Lama Silk,Plied with a soft haze,DK,Llama,Mulberry,NaN,NaN,NaN,70,30,NaN,NaN,NaN,3mm,25 sts,NaN,50, 165
Garnudsalg,Blackhill Silk Kid Mohair,Brushed bouclé (fuzzy / fluffy),Lace,Superkid,Mulberry,NaN,NaN,NaN,72,28,NaN,NaN,NaN,2.5mm,NaN,NaN,25, 225
Garnudsalg,Blackhill Élevé,Plied (3 or more plies),Fingering,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,28 sts,NaN,50, 230
Gedifra,Classico,Plied (3 or more plies),DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts, 30 rows,50, 125
Gedifra,Cottolana DK,S on S plied,DK,Cotton,Superwash,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.5mm,22 sts,NaN,50, 120
Gedifra,Cuor di Cotone 120,S on S plied,DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,22 sts,NaN,50, 120
Gedifra,Cuor di Merino 120,Chained,Aran,Merino,Nylon,NaN,NaN,NaN,97,3,NaN,NaN,NaN,6mm,15 sts, 20 rows,50, 120
Gedifra,Cuor di Merino 60,Chained,Super Bulky,Merino,Nylon,NaN,NaN,NaN,98,2,NaN,NaN,NaN,9mm,10 sts, 14 rows,50, 60
Gedifra,Delizia,Fuzzy chain,Jumbo,Alpaca,Nylon,NaN,NaN,NaN,88,12,NaN,NaN,NaN,6mm,7 sts, 9 rows,50, 60
Gedifra,Dolce 120,Plied (3 or more plies),DK,Merino,Cashmere,NaN,NaN,NaN,90,10,NaN,NaN,NaN,4mm,22 sts, 28 rows,50, 120
Gedifra,Fior di Seta,Plied (3 or more plies),Fingering,Silk,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,28 sts,NaN,50, 165
Gedifra,Julia,Bouclé,Bulky,Alpaca,Nylon,Mohair,NaN,NaN,45,30,25,NaN,NaN,6mm,13 sts,NaN,50, 109
Gedifra,Kid Suri Tinto a Mano,Brushed bouclé (fuzzy / fluffy),Lace,Alpaca,Superkid,Silk,NaN,NaN,35,35,30,NaN,NaN,4.5mm,NaN,NaN,50, 420
Gedifra,Lana Mia,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2mm,30 sts, 42 rows,100, 390
Gedifra,Laura,Blown / Fiber-filled net,Aran,Superfine,Cotton,NaN,NaN,NaN,65,35,NaN,NaN,NaN,4mm,16 sts,NaN,25, 150
Gedifra,Metal Tweed,Single ply wrapped with fine thread,DK,Synthetic,Alpaca,Cotton,Wool,Metallic,37,28,13,13,9,4mm,24 sts,NaN,50, 225
Gedifra,Perulana,Single ply,Jumbo,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,12mm,6 sts, 9 rows,100, 50
Gjestal,Bomull Sport,Plied (3 or more plies),DK,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,23 sts,NaN,50, 101
Gjestal,Cortina Soft,2 ply,Super Bulky,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,12 sts,NaN,50, 55
Gjestal,Maxi Heklegarn,Size 12 Crochet thread,Thread,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100, 650
Gjestal,Silja,Plied (3 or more plies),Sport,Superwash,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3mm,26 sts,NaN,50, 150
Gjestal,Superwash Sport,Plied (3 or more plies),DK,Superwash,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,23 sts,NaN,50, 100
Gjestal,Vestlandsgarn,Plied (3 or more plies),DK,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,23 sts,NaN,50, 100
Green Mountain Spinnery,Alpaca Elegance,Plied (3 or more plies),DK,Alpaca,Wool,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.75mm,24 sts,NaN,57, 165
Green Mountain Spinnery,Cotton Comfort,Plied (3 or more plies),DK,Wool,Organic,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2.25mm,30 sts,NaN,57, 165
Green Mountain Spinnery,Green Mountain Green,Plied (3 or more plies),Aran,Wool,Mohair,NaN,NaN,NaN,60,40,NaN,NaN,NaN,3.75mm,20 sts,NaN,57, 114
Green Mountain Spinnery,Maine Organic,Plied (3 or more plies),Worsted,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,24 sts,NaN,114, 229
Green Mountain Spinnery,Mountain Mohair,Single ply,Aran,Wool,Mohair,NaN,NaN,NaN,70,30,NaN,NaN,NaN,4mm,18 sts,NaN,57, 128
Green Mountain Spinnery,Sylvan Spirit,Single ply,DK,Tencel,Wool,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.5mm,24 sts,NaN,57, 165
Gründl,Alaska,2 ply,Super Bulky,Acrylic,Superwash,NaN,NaN,NaN,80,20,NaN,NaN,NaN,10mm,9 sts, 12 rows,100, 75
Gründl,Alpelino,Plied with a soft haze,Aran,Acrylic,Alpaca,NaN,NaN,NaN,80,20,NaN,NaN,NaN,6mm,15 sts, 19 rows,100, 200
Gründl,Arktis,Faux / Fake fur,Bulky,Polyester,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,7mm,14 sts, 19 rows,50, 50
Gründl,Baby,Plied (3 or more plies),Sport,Acrylic,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,3mm,24 sts, 34 rows,50, 150
Gründl,Baby Cashmere,Plied (3 or more plies),Aran,Merino,Nylon,Cashmere,NaN,NaN,72,15,13,NaN,NaN,5mm,18 sts, 23 rows,50, 100
Gründl,Capri,Plied (3 or more plies),Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,15 sts, 20 rows,100, 147
Gründl,Classic Cotton,Plied (3 or more plies),Worsted,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,20 sts, 26 rows,50, 75
Gründl,Classico,Plied (3 or more plies),DK,Acrylic,Merino,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3mm,22 sts, 30 rows,50, 120
Gründl,Cotton Fun,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,22 sts,NaN,50, 114
Gründl,Cotton Quick,Plied (3 or more plies),DK,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts, 30 rows,50, 125
Gründl,Cotton Soft,S on S plied,Worsted,Acrylic,Cotton,NaN,NaN,NaN,50,50,NaN,NaN,NaN,4mm,20 sts, 26 rows,100, 200
Gründl,Cottonwood,Plied (3 or more plies),DK,Organic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,21 sts, 26 rows,50, 105
Gründl,Filzwolle,Single ply,Super Bulky,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 16 rows,NaN,NaN
Gründl,Funny,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,11 sts, 20 rows,100, 120
Gründl,Funny Dots (Jumbo),Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,6 sts, 11 rows,150, 60
Gründl,Green Line Eco Socks Life,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.5mm,30 sts, 40 rows,100, 420
Gründl,Happy,S on S plied,DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,21 sts, 28 rows,100, 250
Gründl,Hot Socks 4-ply / 4-fach,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.5mm,30 sts, 40 rows,NaN,NaN
Gründl,Hot Socks 6-ply / 6-fach,Plied (3 or more plies),DK,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,3mm,22 sts, 30 rows,150, 375
Gründl,Hot Socks Pearl,Plied (3 or more plies),Fingering,Merino,Nylon,Cashmere,NaN,NaN,75,20,5,NaN,NaN,2.5mm,30 sts, 40 rows,50, 200
Gründl,Hot Socks Rubin,Plied (3 or more plies),Fingering,Merino,Bamboo,Nylon,NaN,NaN,50,25,25,NaN,NaN,2mm,30 sts,NaN,100, 420
Gründl,Häkelgarn,Crochet thread,Thread,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,1mm,NaN,NaN,100, 566
Gründl,King Cotton,S on S plied,Bulky,Acrylic,Cotton,NaN,NaN,NaN,55,45,NaN,NaN,NaN,6mm,14 sts, 20 rows,50, 78
Gründl,Lisa Premium,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts,NaN,50, 134
Gründl,Living,S on S plied,Super Bulky,Acrylic,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,8mm,11 sts, 16 rows,100, 110
Gründl,Norwegia,Plied (3 or more plies),Worsted,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,19 sts, 27 rows,100, 250
Gründl,Pacific Lace,Single ply,Lace,Acrylic,Alpaca,Superwash,NaN,NaN,80,10,10,NaN,NaN,2.5mm,33 sts, 42 rows,100, 550
Gründl,Pretty,Plied (3 or more plies),Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,15 sts, 21 rows,100, 166
Gründl,Princess,Chained,Aran,Merino,Nylon,NaN,NaN,NaN,94,6,NaN,NaN,NaN,5mm,17 sts, 28 rows,50, 120
Gründl,Rolly Soft,S on S plied,Aran,Acrylic,Cotton,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.5mm,18 sts, 26 rows,100, 220
Gründl,Second Life,S on S plied,DK,Polyester,Acrylic,NaN,NaN,NaN,86,14,NaN,NaN,NaN,3.5mm,21 sts, 29 rows,100, 260
Gründl,Shetland,Plied (3 or more plies),Bulky,Acrylic,Wool,NaN,NaN,NaN,80,20,NaN,NaN,NaN,6mm,14 sts, 20 rows,100, 170
Gründl,Sophia,Slubby tweed,DK,Cotton,Acrylic,NaN,NaN,NaN,65,35,NaN,NaN,NaN,3mm,22 sts, 31 rows,50, 105
Gründl,Tiroler Landwolle,Plied (3 or more plies),Aran,Wool,Acrylic,NaN,NaN,NaN,60,40,NaN,NaN,NaN,4mm,17 sts, 25 rows,100, 200
Habu Textiles,A-1 (N-85) 2/17 Tsumugi Silk,Nubby / Tweedy,Lace,Silk,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,32 sts,NaN,50, 411
Habu Textiles,A-174 1/8.5 Cotton Gima,Tape,Lace,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,NaN,NaN,28, 242
Habu Textiles,A-20/21 1/20 silk stainless steel,Metal Core,Lace,Silk,Metallic,NaN,NaN,NaN,69,31,NaN,NaN,NaN,2.75mm,NaN,NaN,14, 284
Habu Textiles,A-60 Shosenshi linen paper,Raffia / Paper-effect,Fingering,Linen,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,NaN,NaN,28, 256
Habu Textiles,N-35A Viscose Sizing,Loosely plied,Lace,Viscose,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,NaN,NaN,85, 1042
Habu Textiles,N-45 Nerimaki Cotton,Slubby / Thick and thin,Lace,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,NaN,NaN,24, 144
Habu Textiles,N-66 31/1 Linen Steel,Metal Core,Lace,Linen,Metallic,NaN,NaN,NaN,83,17,NaN,NaN,NaN,NaN,NaN,NaN,14, 431
Habu Textiles,N-75 2/48 Fine Merino,Plied (3 or more plies),Lace,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,NaN,NaN,28, 683
Habu Textiles,N-80 Wrapped Merino 4P,Wrap around inner core,Lace,Merino,Silk,NaN,NaN,NaN,95,5,NaN,NaN,NaN,2.75mm,NaN,NaN,28, 167
Habu Textiles,Paper Moire,Eyelash flags,Decorative,Linen,Nylon,NaN,NaN,NaN,50,50,NaN,NaN,NaN,2mm,NaN,NaN,15, 140
Habu Textiles,XS-45 20/3 Bamboo,Plied (3 or more plies),Lace,Bamboo,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,NaN,NaN,48, 526
Habu Textiles,XS-82 6/1 Linen Roving,Single ply,Fingering,Linen,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,NaN,NaN,184, 714
Harrisville Designs,Daylights,Plied (woolen-spun),DK,Cormo,Wool,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3.5mm,22 sts,NaN,100, 229
Harrisville Designs,Highland,Plied (woolen-spun),Worsted,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,18 sts,NaN,100, 183
Harrisville Designs,Nightshades,Plied (woolen-spun),DK,Cormo,Wool,NaN,NaN,NaN,85,15,NaN,NaN,NaN,4mm,22 sts,NaN,100, 229
Harrisville Designs,Shetland,2 ply,Sport,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,26 sts,NaN,50, 198
Harrisville Designs,Silk & Wool,2 ply,DK,Silk,Wool,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.25mm,22 sts,NaN,50, 160
Harrisville Designs,Turbine,Plied (3 or more plies),Super Bulky,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,12 sts,NaN,100, 100
Harrisville Designs,WATERshed,Plied (woolen-spun),Worsted,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,20 sts,NaN,50, 100
Harrisville Designs,flyWHEEL,2 ply,Sport,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,24 sts,NaN,50, 155
Hayfield,Baby Blossom Chunky,Plied (3 or more plies),Bulky,Acrylic,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,6.5mm,14 sts, 19 rows,100, 155
Hayfield,Baby Blossom DK,Plied (3 or more plies),DK,Acrylic,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 332
Hayfield,Baby Bonus 4-ply,Plied (3 or more plies),Fingering,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,28 sts,NaN,100, 466
Hayfield,Baby Bonus DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts,NaN,100, 280
Hayfield,Bonanza,2 ply,Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,14 sts, 19 rows,400, 590
Hayfield,Bonus Aran,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,100, 256
Hayfield,Bonus Aran Tweed With Wool,Nubby / Tweedy,Aran,Acrylic,Superwash,Viscose,NaN,NaN,74,20,6,NaN,NaN,5mm,18 sts, 24 rows,400, 840
Hayfield,Bonus Aran With Wool,Plied (3 or more plies),Aran,Acrylic,Superwash,NaN,NaN,NaN,80,20,NaN,NaN,NaN,5mm,18 sts, 24 rows,400, 841
Hayfield,Bonus Chunky,Plied (3 or more plies),Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,14 sts,NaN,100, 137
Hayfield,Bonus Chunky Tweed,Nubby / Tweedy,Bulky,Acrylic,Viscose,NaN,NaN,NaN,96,4,NaN,NaN,NaN,5mm,14 sts, 19 rows,100, 127
Hayfield,Bonus DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,NaN,NaN
Hayfield,Bonus Super Chunky,Plied (3 or more plies),Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,10mm,9 sts, 12 rows,100, 82
Hayfield,Breeze DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 280
Hayfield,Illusion DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 285
Hayfield,Soft Twist,S on S plied,DK,Acrylic,Merino,NaN,NaN,NaN,90,10,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 325
